,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
0,0.0258487079999999,62,0,0.081774844,8180.0,3,0,2,0,0.0,0.18540677
1,0.6670832289999999,55,0,0.153112222,2200.0,3,0,0,0,0.0,0.3636031
2,0.0070925269999999,44,0,0.1488,7499.0,20,0,1,0,0.0,0.3409373
3,0.091212944,54,0,0.351635316,5900.0,15,0,1,1,0.0,0.35225153
4,0.1126797019999999,54,0,0.06595941,2167.0,3,0,0,0,0.0,0.07891242
5,0.323985404,42,0,0.3521505379999999,10415.0,8,0,2,0,2.0,0.51673967
6,0.007299854,63,0,0.002288853,4368.0,2,0,0,0,0.0,0.027021809
7,0.0,76,1,0.261610817,1700.0,4,0,0,0,0.0,0.015912864
8,0.062279783,55,0,0.406667092,15658.0,14,1,3,0,0.0,0.13907933
9,0.479899327,41,1,0.209902867,8441.0,6,0,3,0,0.0,0.52911896
10,0.040262851,49,0,11.41791045,200.0,7,0,2,0,0.0,0.6599968
11,0.843405402,56,1,0.592719888,6400.0,5,0,2,0,1.0,0.7837214
12,0.012197533,77,0,859.0,,17,0,1,0,0.0,0.9401847
13,0.001346024,66,0,0.0,2150.0,2,0,0,0,1.0,0.0068476326
14,0.964023984,41,0,0.059348837,10749.0,9,1,0,0,0.0,0.6491808
15,0.594159456,64,1,1.648362507,7083.0,19,0,5,0,0.0,0.77461016
16,0.193098651,69,0,0.402775101,5188.0,7,0,2,0,0.0,0.30671212
17,0.142581923,79,0,0.082849252,10500.0,22,0,0,0,0.0,0.1107034
18,0.8155511120000001,49,1,4081.0,,5,3,2,1,,0.9665188
19,0.021974732,73,0,0.278103492,3922.0,8,0,1,0,0.0,0.1583688
20,0.069206769,51,0,2610.0,,8,0,3,0,0.0,0.98834574
21,0.679730033,42,0,1546.0,,13,0,0,0,0.0,0.99799407
22,0.03195895,65,0,0.00939812,5000.0,5,0,0,0,2.0,0.009851987
23,0.1153601019999999,75,0,1477.0,0.0,6,0,1,0,0.0,0.9953555
24,0.9999999,41,0,1365.0,,2,5,1,0,0.0,0.52273244
25,0.463463272,53,0,0.407847082,9939.0,12,0,1,0,0.0,0.59226865
26,0.385941521,59,0,0.238935821,7930.0,5,0,1,0,2.0,0.31060088
27,0.210206778,55,0,0.302714363,5562.0,11,0,1,0,0.0,0.43426526
28,0.025593285,45,0,0.335381522,8950.0,10,0,1,0,2.0,0.26128453
29,0.031275265,52,0,0.385416667,2975.0,9,0,1,0,0.0,0.31332216
30,0.021943625,76,0,0.043182727,2500.0,15,0,1,0,0.0,0.06954543
31,0.017425167,56,0,0.8931593790000001,2835.0,11,0,2,0,0.0,0.7599458
32,0.001496395,43,4,0.492458005,5833.0,8,1,1,3,0.0,0.024303626
33,0.525306395,36,0,0.127467105,4863.0,6,0,0,0,3.0,0.33399814
34,0.186146156,31,0,0.532410244,8160.0,7,0,2,0,0.0,0.5855033
35,0.196758683,74,0,2835.0,,8,0,3,0,0.0,0.9408734
36,0.022846024,67,0,0.075768614,6862.0,7,0,1,0,0.0,0.15159
37,0.457100576,63,0,4945.0,,9,0,1,0,0.0,0.9695496
38,0.0,62,0,1565.0,,4,0,1,0,0.0,0.99795306
39,0.107923781,46,0,0.3430412029999999,7450.0,14,0,2,0,1.0,0.56774634
40,0.188842147,57,0,1243.0,,6,0,1,0,0.0,0.98605114
41,0.071393361,72,0,1221.0,,8,0,1,0,0.0,0.9424081
42,0.009057006,69,0,6.0,,4,0,0,0,0.0,0.9802186
43,0.1900816619999999,67,0,0.075886843,4453.0,8,0,0,0,0.0,0.2824264
44,0.713313484,50,0,2104.0,,4,0,1,0,0.0,0.9836435
45,0.026774331,49,0,0.128515425,5866.0,3,0,1,0,0.0,0.3096147
46,0.188517566,62,3,0.817720351,6500.0,16,0,3,2,0.0,0.63947135
47,0.9999999,34,1,0.091191174,5800.0,4,0,0,0,4.0,0.33102366
48,0.0,59,1,0.223186265,5416.0,6,0,1,0,1.0,0.1740216
49,0.165751474,46,0,0.109831235,3732.0,4,0,0,0,0.0,0.20311958
50,0.016674508,55,0,1.403544649,4400.0,19,0,2,0,0.0,0.6988059
51,0.44596953,54,0,1634.0,,11,0,1,0,0.0,0.99827623
52,0.026803597,73,0,56.0,,11,0,0,0,0.0,0.94741154
53,0.0229336739999999,49,0,0.300528031,8900.0,8,0,2,0,0.0,0.52669513
54,0.0548876229999999,53,0,0.142308615,4166.0,16,0,0,0,0.0,0.05872955
55,0.000113819,83,0,0.17657082,4694.0,8,0,1,0,0.0,0.09139222
56,0.093429188,34,0,2.527472527,1000.0,8,0,2,0,0.0,0.7000318
57,0.079321709,65,0,0.022127433,3750.0,3,0,0,0,0.0,0.021420076
58,0.040244363,72,2,0.274416226,5866.0,17,0,2,0,1.0,0.27806854
59,0.009140716,79,0,0.027105088,4500.0,11,0,0,0,0.0,0.020503456
60,0.010217705,84,0,0.0033311129999999,3001.0,5,0,0,0,1.0,0.005875961
61,0.6865150259999999,71,0,0.309281786,6000.0,11,0,0,0,1.0,0.5776195
62,0.066789741,56,0,0.037913507,12000.0,4,0,1,0,1.0,0.08347913
63,0.9999999,41,0,0.0,,0,0,0,0,0.0,0.34237874
64,0.626981331,45,2,5338.0,,7,0,1,0,0.0,0.9855966
65,0.0140220289999999,65,0,1795.0,,9,0,1,0,,0.9723024
66,0.011713951,54,0,0.181363699,7200.0,6,0,0,0,0.0,0.057698928
67,0.9999999,57,0,0.0,,0,0,0,0,,0.38263333
68,0.182710086,50,0,0.028994201,5000.0,15,0,0,0,0.0,0.2377061
69,0.022794657,49,0,0.879109226,6600.0,15,0,5,0,2.0,0.6220991
70,0.058241061,88,0,36.0,,3,0,0,0,,0.9275625
71,0.200242796,79,0,0.256200281,4273.0,6,0,0,0,0.0,0.1632645
72,0.9999999,48,0,0.539697354,15000.0,12,0,5,0,0.0,0.54701954
73,0.179847652,37,0,0.029359859,6232.0,3,0,0,0,0.0,0.13828261
74,0.06181292,59,1,0.528624767,3213.0,17,0,1,0,0.0,0.8707484
75,0.719017413,55,0,0.244023083,10916.0,9,0,2,0,1.0,0.75978285
76,0.952488964,47,0,0.340406402,5560.0,10,0,0,0,3.0,0.72199124
77,1.005712654,23,1,1092.0,,7,0,0,0,0.0,0.9229525
78,0.014271373,56,0,0.404897245,6860.0,6,0,1,0,2.0,0.33891025
79,0.59045152,54,1,1267.0,0.0,7,0,1,0,1.0,0.9928268
80,0.19381766,37,2,0.195315252,5677.0,8,0,1,0,0.0,0.58976763
81,0.05168249,69,0,0.007358953,3668.0,5,0,0,0,0.0,0.011119444
82,0.003363534,52,0,0.000586396,5115.0,4,0,0,0,0.0,0.021866433
83,0.006739541,76,0,0.148370326,5000.0,6,0,1,0,0.0,0.10436455
84,0.851882962,46,1,0.3783738889999999,12040.0,13,0,2,0,1.0,0.87026995
85,0.242150295,76,0,0.830939227,2714.0,21,0,1,0,0.0,0.7903453
86,0.0245764729999999,70,0,0.19477403,7500.0,12,0,1,0,2.0,0.15603173
87,0.9999999,67,0,2247.0,,4,0,1,0,0.0,0.774517
88,0.296724621,56,0,0.384670487,5583.0,13,0,2,0,1.0,0.587248
89,0.028210996,37,0,44.0,,3,0,0,0,0.0,0.9276168
90,0.205034718,51,0,0.407417507,11000.0,8,0,3,0,1.0,0.35987616
91,0.2441976739999999,43,0,2.350824588,1333.0,4,0,1,0,2.0,0.7203332
92,0.5994079920000001,63,8,0.427367519,7000.0,13,6,2,3,0.0,0.08997781
93,0.0056278019999999,79,0,0.232602845,2600.0,15,0,0,0,0.0,0.04465575
94,0.60369641,43,1,0.408397901,4000.0,5,0,1,0,3.0,0.62799793
95,0.043186305,45,0,0.1713428619999999,5666.0,8,0,1,0,3.0,0.16296332
96,0.8783723109999999,38,0,0.277268761,4583.0,9,0,0,0,1.0,0.8067984
97,0.058941059,28,0,0.080894383,5500.0,4,0,0,0,0.0,0.079684414
98,0.8732506999999999,44,0,0.021000763,51140.0,7,2,1,0,3.0,0.17369854
99,0.417290176,48,1,20.55896069,1500.0,23,0,8,0,2.0,0.6985977
100,0.592819985,43,0,0.20584706,9166.0,7,0,1,0,2.0,0.71644926
101,0.066286816,58,0,1207.0,,8,0,0,0,0.0,0.96956503
102,0.000449978,80,0,0.0,6500.0,5,0,0,0,0.0,0.0121928295
103,0.03552937,25,0,0.0009998,5000.0,2,0,0,0,0.0,0.07027746
104,0.9999999,40,0,424.0,,3,0,0,0,,0.70070213
105,0.8591140890000001,52,0,0.160946351,3000.0,2,0,0,0,0.0,0.576486
106,0.113051593,27,0,0.131024634,2800.0,9,0,0,0,0.0,0.30117875
107,0.6413762679999999,28,1,0.160811197,3500.0,5,1,0,0,0.0,0.54998183
108,0.6356961,59,0,0.252866478,8110.0,9,0,1,0,0.0,0.66313976
109,0.183095507,45,0,0.79128727,5600.0,11,0,2,0,1.0,0.8497964
110,0.3473305339999999,23,0,0.094502499,2200.0,3,0,0,0,0.0,0.32356894
111,0.520300666,62,0,2578.0,,19,0,1,0,0.0,0.9957312
112,0.529129824,64,1,0.713090909,2749.0,10,0,0,0,0.0,0.5707054
113,0.0,45,0,0.0,5200.0,1,0,0,0,2.0,0.012111141
114,0.002777623,90,0,0.076510446,7083.0,9,0,0,0,0.0,0.017204382
115,0.0,43,0,0.0,2300.0,8,0,0,0,1.0,0.020282123
116,0.091717813,64,0,739.0,,4,0,0,0,0.0,0.94966817
117,0.0,43,0,0.197057278,5708.0,3,0,1,0,2.0,0.048484985
118,0.012008,51,0,0.0031956,13455.0,10,0,0,0,1.0,0.04437394
119,0.0,63,0,14.0,,5,0,0,0,,0.97415924
120,1.0499002,26,0,0.073219505,6500.0,6,0,0,1,0.0,0.61281645
121,0.5665775670000001,37,1,0.302608294,12996.0,9,0,1,0,4.0,0.66309667
122,0.32743763,83,0,0.382808596,2000.0,10,0,0,0,0.0,0.31262282
123,0.040339651,63,1,1704.0,,9,0,2,0,0.0,0.99751353
124,0.011770756,89,0,0.001470156,3400.0,4,0,0,0,0.0,0.00979954
125,0.035565408,50,0,0.497233518,15000.0,9,0,4,0,2.0,0.45823792
126,0.970388412,40,0,0.391001607,5600.0,5,0,1,0,1.0,0.79370373
127,0.015805942,50,0,0.149314482,4667.0,5,0,1,0,2.0,0.34877923
128,0.193265993,49,0,0.11572107,4000.0,5,0,1,0,2.0,0.36097306
129,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0,0.037340555
130,0.070572099,47,0,2130.0,,4,0,1,0,0.0,0.97397715
131,0.0,45,1,0.3746661579999999,10483.0,17,0,3,0,0.0,0.20787692
132,0.370555219,51,0,2761.0,,12,0,2,0,2.0,0.909526
133,0.0,62,0,0.0,,4,0,0,0,0.0,0.9641328
134,0.04495646,63,0,0.15240501,9500.0,4,0,1,0,0.0,0.22831923
135,0.310439069,60,4,2950.0,,12,0,2,0,0.0,0.9899385
136,0.9999999,39,98,0.0,,0,98,0,98,0.0,0.51750016
137,0.303717749,54,0,0.66953624,3600.0,11,0,1,0,0.0,0.76351696
138,0.012247902,64,0,0.001406206,32000.0,3,0,0,0,0.0,0.040713724
139,0.831026048,43,0,0.126973311,8804.0,13,0,0,0,0.0,0.77650136
140,0.156464409,45,0,1986.0,,17,0,3,0,0.0,0.9881799
141,0.0,38,1,0.915060671,1400.0,3,1,1,0,2.0,0.048903868
142,0.00999001,43,0,197.0,,2,0,0,0,2.0,0.80508035
143,0.549776335,43,0,0.477002706,8500.0,7,0,2,0,2.0,0.31148928
144,0.017651972,53,0,0.26843204,9100.0,6,0,1,0,0.0,0.27562854
145,0.065688636,50,0,0.264957265,3626.0,6,0,1,0,1.0,0.38481435
146,0.0,38,0,0.382313882,12800.0,11,0,4,0,0.0,0.22837912
147,0.135371075,57,0,0.408368326,6667.0,15,0,1,0,0.0,0.5792561
148,0.014166286,74,0,0.213451216,6333.0,12,0,1,0,0.0,0.17249855
149,0.094190527,31,0,218.0,,7,0,0,0,0.0,0.8404863
150,0.9999999,35,0,1782.0,,3,0,2,0,0.0,0.74047685
151,0.066052985,56,0,1625.0,,6,0,1,0,0.0,0.99513125
152,0.021607816,52,0,0.3950233279999999,4500.0,11,0,1,0,2.0,0.2953466
153,0.182724252,39,0,0.129934841,2608.0,5,0,0,0,2.0,0.123465724
154,0.24652915,109,0,318.0,,3,0,0,0,,0.9604387
155,0.093200479,50,0,0.579488644,7000.0,12,0,4,0,0.0,0.70967376
156,0.180525106,46,0,0.0845915409999999,10000.0,2,0,0,0,0.0,0.22069427
157,0.167304475,54,0,0.595895817,3800.0,5,0,1,0,1.0,0.735004
158,0.975839717,39,0,2710.5,1.0,9,0,1,0,0.0,0.949139
159,0.9999999,43,0,1247.0,,1,0,0,0,0.0,0.33315033
160,0.3594775329999999,37,0,0.44951712,6833.0,5,0,2,0,2.0,0.41412717
161,0.0,64,0,0.036351098,30452.0,2,0,0,0,0.0,0.03370343
162,0.56839682,49,0,0.295764869,4320.0,9,0,1,0,1.0,0.7230615
163,0.098465124,40,0,0.25814837,5000.0,9,0,1,0,3.0,0.3410561
164,0.8952150209999999,54,3,1514.0,,7,0,1,0,0.0,0.999617
165,0.5956662779999999,69,0,0.1897190489999999,6477.0,11,0,1,0,1.0,0.5970574
166,0.004422608,80,0,17.0,,7,0,0,0,0.0,0.94289345
167,0.288213073,54,0,0.320421821,4930.0,8,0,1,0,0.0,0.45733136
168,0.0240229579999999,44,0,0.369784565,3666.0,9,0,2,0,0.0,0.3331252
169,0.0,78,0,0.0,,6,0,0,0,0.0,0.9405057
170,0.026509663,39,0,0.191174731,8452.0,13,0,3,0,1.0,0.24503544
171,0.206482964,45,0,0.463670127,10500.0,12,0,2,0,1.0,0.4381677
172,0.017064599,75,0,639.0,,7,0,1,0,0.0,0.9009231
173,0.04481627,59,0,0.223185121,15000.0,16,0,1,0,0.0,0.4488156
174,0.235528942,45,1,0.075083893,2383.0,3,1,0,1,0.0,0.09858961
175,0.018292846,49,0,0.28651351,8400.0,6,0,2,0,2.0,0.5258483
176,0.087607619,45,0,0.374099047,4300.0,8,0,1,0,2.0,0.16865464
177,0.020805188,44,0,0.897102897,1000.0,5,0,1,0,0.0,0.47004324
178,1.00239952,42,1,0.299350325,2000.0,5,0,1,2,0.0,0.5986304
179,0.012537002,68,0,0.00129987,10000.0,8,0,0,0,1.0,0.0073927096
180,0.005512644,62,0,0.952698201,1500.0,10,0,2,0,2.0,0.51748145
181,0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0,0.48207587
182,0.2196544989999999,63,1,3511.0,,12,0,2,0,0.0,0.986173
183,0.133686631,25,0,0.0093592509999999,4166.0,2,0,0,0,0.0,0.1420222
184,0.4069854879999999,39,1,0.4822962,8500.0,11,0,2,0,1.0,0.3555915
185,0.232407601,33,1,0.2753036439999999,2716.0,7,0,0,0,0.0,0.5208029
186,0.003250984,76,0,0.1031121109999999,2666.0,7,0,0,0,0.0,0.024351088
187,0.2315984589999999,57,0,0.0486527759999999,9166.0,3,0,0,0,0.0,0.14463615
188,0.056999416,62,0,0.116106135,17750.0,18,0,1,0,3.0,0.15366875
189,0.589528305,59,0,0.303756917,10300.0,7,0,1,0,0.0,0.57603955
190,0.067784239,64,0,2148.0,,6,0,1,0,0.0,0.97277945
191,0.9999999,39,0,0.070981917,5916.0,4,0,0,0,2.0,0.30894777
192,0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0,0.95330083
193,0.960856616,56,1,0.248805586,2720.0,10,1,0,0,1.0,0.5070573
194,0.9999999,79,0,0.0,,0,0,0,0,,0.049836338
195,0.060912152,40,0,0.010618364,1600.0,4,0,0,0,0.0,0.048383977
196,0.543800604,59,0,0.6694757889999999,7000.0,16,0,1,0,2.0,0.5578643
197,0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0,0.49705452
